keyword,intent,format_page,zone_type,metier,modificateur,vol_estime,difficulte,page_cible,statut,priorite,tier,quick_win,raison_priorite
prix electricien,informational,prix-tarif,national,electricien,prix,500,high,/prix/electricien,existante,1,T2-volume-eleve,non,Existante - prix metier en general - autorite a construire
prix peintre,informational,prix-tarif,national,peintre,prix,500,high,/prix/peintre,existante,1,T2-volume-eleve,non,Existante - prix metier en general - autorite a construire
prix macon,informational,prix-tarif,national,macon,prix,500,high,/prix/macon,existante,1,T2-volume-eleve,non,Existante - prix metier en general - autorite a construire
prix carreleur,informational,prix-tarif,national,carreleur,prix,500,high,/prix/carreleur,existante,1,T2-volume-eleve,non,Existante - prix metier en general - autorite a construire
prix menuisier,informational,prix-tarif,national,menuisier,prix,500,high,/prix/menuisier,existante,1,T2-volume-eleve,non,Existante - prix metier en general - autorite a construire
prix couvreur,informational,prix-tarif,national,couvreur,prix,500,high,/prix/couvreur,existante,1,T2-volume-eleve,non,Existante - prix metier en general - autorite a construire
prix chauffagiste,informational,prix-tarif,national,chauffagiste,prix,500,high,/prix/chauffagiste,existante,1,T2-volume-eleve,non,Existante - prix metier en general - autorite a construire
prix renovation salle de bain,informational,guide-howto,national,n/a,prix,500,high,/guides/prix-renovation-salle-bain,existante,1,T4-questions-guides,non,"Existante - top vol, SERP saturee Effy/Hellowatt/Travaux.com"
macon villeurbanne,transactional,local-listing,commune-banlieue,macon,aucun,481,medium,/lyon/villeurbanne/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (156,800hab) - ocean bleu local, vol significatif"
couvreur villeurbanne,transactional,local-listing,commune-banlieue,couvreur,aucun,481,medium,/lyon/villeurbanne/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (156,800hab) - ocean bleu local, vol significatif"
electricien chambery,transactional,local-listing,ville-principale,electricien,aucun,480,high,/chambery/electricien,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
electricien valence,transactional,local-listing,ville-principale,electricien,aucun,480,high,/valence/electricien,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
carreleur lyon 2e,transactional,local-listing,arrondissement-lyon,carreleur,aucun,478,medium,/lyon/lyon-2e/carreleur,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (32,100hab) - vol fort, page facile a creer"
chauffagiste lyon 2e,transactional,local-listing,arrondissement-lyon,chauffagiste,aucun,478,medium,/lyon/lyon-2e/chauffagiste,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (32,100hab) - vol fort, page facile a creer"
peintre vaulx en velin,transactional,local-listing,commune-banlieue,peintre,aucun,468,medium,/lyon/vaulx-en-velin/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (53,100hab) - ocean bleu local, vol significatif"
menuisier vaulx en velin,transactional,local-listing,commune-banlieue,menuisier,aucun,468,medium,/lyon/vaulx-en-velin/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (53,100hab) - ocean bleu local, vol significatif"
macon lyon 9e,transactional,local-listing,arrondissement-lyon,macon,aucun,463,medium,/lyon/lyon-9e/macon,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (51,800hab) - vol fort, page facile a creer"
couvreur lyon 9e,transactional,local-listing,arrondissement-lyon,couvreur,aucun,463,medium,/lyon/lyon-9e/couvreur,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (51,800hab) - vol fort, page facile a creer"
macon lyon 6e,transactional,local-listing,arrondissement-lyon,macon,aucun,460,medium,/lyon/lyon-6e/macon,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (51,100hab) - vol fort, page facile a creer"
couvreur lyon 6e,transactional,local-listing,arrondissement-lyon,couvreur,aucun,460,medium,/lyon/lyon-6e/couvreur,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (51,100hab) - vol fort, page facile a creer"
carreleur lyon 1er,transactional,local-listing,arrondissement-lyon,carreleur,aucun,458,medium,/lyon/lyon-1er/carreleur,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (28,800hab) - vol fort, page facile a creer"
chauffagiste lyon 1er,transactional,local-listing,arrondissement-lyon,chauffagiste,aucun,458,medium,/lyon/lyon-1er/chauffagiste,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (28,800hab) - vol fort, page facile a creer"
peintre saint priest,transactional,local-listing,commune-banlieue,peintre,aucun,448,medium,/lyon/saint-priest/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (47,800hab) - ocean bleu local, vol significatif"
menuisier saint priest,transactional,local-listing,commune-banlieue,menuisier,aucun,448,medium,/lyon/saint-priest/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (47,800hab) - ocean bleu local, vol significatif"
macon lyon 5e,transactional,local-listing,arrondissement-lyon,macon,aucun,446,medium,/lyon/lyon-5e/macon,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (47,200hab) - vol fort, page facile a creer"
couvreur lyon 5e,transactional,local-listing,arrondissement-lyon,couvreur,aucun,446,medium,/lyon/lyon-5e/couvreur,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (47,200hab) - vol fort, page facile a creer"
peintre caluire et cuire,transactional,local-listing,commune-banlieue,peintre,aucun,430,medium,/lyon/caluire-et-cuire/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (43,100hab) - ocean bleu local, vol significatif"
menuisier caluire et cuire,transactional,local-listing,commune-banlieue,menuisier,aucun,430,medium,/lyon/caluire-et-cuire/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (43,100hab) - ocean bleu local, vol significatif"
carreleur venissieux,transactional,local-listing,commune-banlieue,carreleur,aucun,423,medium,/lyon/venissieux/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (65,100hab) - ocean bleu local, vol significatif"
chauffagiste venissieux,transactional,local-listing,commune-banlieue,chauffagiste,aucun,423,medium,/lyon/venissieux/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (65,100hab) - ocean bleu local, vol significatif"
peintre bron,transactional,local-listing,commune-banlieue,peintre,aucun,422,medium,/lyon/bron/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (41,000hab) - ocean bleu local, vol significatif"
menuisier bron,transactional,local-listing,commune-banlieue,menuisier,aucun,422,medium,/lyon/bron/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (41,000hab) - ocean bleu local, vol significatif"
peintre saint martin d heres,transactional,local-listing,commune-banlieue,peintre,aucun,412,medium,/grenoble/saint-martin-d-heres/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (38,800hab) - ocean bleu local, vol significatif"
menuisier saint martin d heres,transactional,local-listing,commune-banlieue,menuisier,aucun,412,medium,/grenoble/saint-martin-d-heres/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (38,800hab) - ocean bleu local, vol significatif"
peintre echirolles,transactional,local-listing,commune-banlieue,peintre,aucun,403,medium,/grenoble/echirolles/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (36,700hab) - ocean bleu local, vol significatif"
menuisier echirolles,transactional,local-listing,commune-banlieue,menuisier,aucun,403,medium,/grenoble/echirolles/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (36,700hab) - ocean bleu local, vol significatif"
macon lyon 4e,transactional,local-listing,arrondissement-lyon,macon,aucun,402,medium,/lyon/lyon-4e/macon,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (36,400hab) - vol fort, page facile a creer"
couvreur lyon 4e,transactional,local-listing,arrondissement-lyon,couvreur,aucun,402,medium,/lyon/lyon-4e/couvreur,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (36,400hab) - vol fort, page facile a creer"
artisans annecy,transactional,ville-hub,ville-principale,multi,aucun,400,high,/annecy,existante,1,T2-volume-eleve,non,Pluriel de la requete generique ville
artisans grenoble,transactional,ville-hub,ville-principale,multi,aucun,400,high,/grenoble,existante,1,T2-volume-eleve,non,Pluriel de la requete generique ville
artisans lyon,transactional,ville-hub,ville-principale,multi,aucun,400,high,/lyon,existante,1,T2-volume-eleve,non,Pluriel de la requete generique ville
macon lyon,transactional,local-listing,ville-principale,macon,aucun,400,high,/lyon/macon,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
couvreur lyon,transactional,local-listing,ville-principale,couvreur,aucun,400,high,/lyon/couvreur,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
prix renovation salle de bain,informational,prix-tarif,national,plombier,prix,400,medium,/prix/plombier/salle-de-bain,a-creer,1,T2-volume-eleve,oui,Sous-page prix par type de travaux - intent achat fort
prix installation pompe a chaleur,informational,prix-tarif,national,chauffagiste,prix,400,medium,/prix/chauffagiste/pompe-a-chaleur,a-creer,1,T2-volume-eleve,oui,Sous-page prix par type de travaux - intent achat fort
fuite eau que faire,transactional,guide-howto,national,multi,aucun,400,medium,/guides/que-faire-fuite-eau,a-creer,1,T4-questions-guides,oui,Top 50 question guide - urgence - vol 400
pompe a chaleur ou chaudiere gaz,informational,guide-howto,national,multi,aucun,400,medium,/guides/pompe-chaleur-vs-gaz,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 400
carreleur vaulx en velin,transactional,local-listing,commune-banlieue,carreleur,aucun,390,medium,/lyon/vaulx-en-velin/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (53,100hab) - ocean bleu local, vol significatif"
chauffagiste vaulx en velin,transactional,local-listing,commune-banlieue,chauffagiste,aucun,390,medium,/lyon/vaulx-en-velin/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (53,100hab) - ocean bleu local, vol significatif"
peintre meyzieu,transactional,local-listing,commune-banlieue,peintre,aucun,390,medium,/lyon/meyzieu/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (33,700hab) - ocean bleu local, vol significatif"
menuisier meyzieu,transactional,local-listing,commune-banlieue,menuisier,aucun,390,medium,/lyon/meyzieu/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (33,700hab) - ocean bleu local, vol significatif"
macon lyon 2e,transactional,local-listing,arrondissement-lyon,macon,aucun,382,medium,/lyon/lyon-2e/macon,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (32,100hab) - vol fort, page facile a creer"
couvreur lyon 2e,transactional,local-listing,arrondissement-lyon,couvreur,aucun,382,medium,/lyon/lyon-2e/couvreur,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (32,100hab) - vol fort, page facile a creer"
peintre rillieux la pape,transactional,local-listing,commune-banlieue,peintre,aucun,378,medium,/lyon/rillieux-la-pape/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (31,200hab) - ocean bleu local, vol significatif"
menuisier rillieux la pape,transactional,local-listing,commune-banlieue,menuisier,aucun,378,medium,/lyon/rillieux-la-pape/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (31,200hab) - ocean bleu local, vol significatif"
carreleur saint priest,transactional,local-listing,commune-banlieue,carreleur,aucun,373,medium,/lyon/saint-priest/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (47,800hab) - ocean bleu local, vol significatif"
chauffagiste saint priest,transactional,local-listing,commune-banlieue,chauffagiste,aucun,373,medium,/lyon/saint-priest/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (47,800hab) - ocean bleu local, vol significatif"
macon lyon 1er,transactional,local-listing,arrondissement-lyon,macon,aucun,366,medium,/lyon/lyon-1er/macon,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (28,800hab) - vol fort, page facile a creer"
couvreur lyon 1er,transactional,local-listing,arrondissement-lyon,couvreur,aucun,366,medium,/lyon/lyon-1er/couvreur,a-creer,1,T1-quick-win,oui,"Arrondissement Lyon (28,800hab) - vol fort, page facile a creer"
peintre decines charpieu,transactional,local-listing,commune-banlieue,peintre,aucun,365,medium,/lyon/decines-charpieu/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (28,700hab) - ocean bleu local, vol significatif"
menuisier decines charpieu,transactional,local-listing,commune-banlieue,menuisier,aucun,365,medium,/lyon/decines-charpieu/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (28,700hab) - ocean bleu local, vol significatif"
peintre grenoble,transactional,local-listing,ville-principale,peintre,aucun,360,high,/grenoble/peintre,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
menuisier grenoble,transactional,local-listing,ville-principale,menuisier,aucun,360,high,/grenoble/menuisier,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
carreleur caluire et cuire,transactional,local-listing,commune-banlieue,carreleur,aucun,358,medium,/lyon/caluire-et-cuire/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (43,100hab) - ocean bleu local, vol significatif"
chauffagiste caluire et cuire,transactional,local-listing,commune-banlieue,chauffagiste,aucun,358,medium,/lyon/caluire-et-cuire/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (43,100hab) - ocean bleu local, vol significatif"
peintre oullins,transactional,local-listing,commune-banlieue,peintre,aucun,354,medium,/lyon/oullins/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (26,600hab) - ocean bleu local, vol significatif"
menuisier oullins,transactional,local-listing,commune-banlieue,menuisier,aucun,354,medium,/lyon/oullins/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (26,600hab) - ocean bleu local, vol significatif"
carreleur bron,transactional,local-listing,commune-banlieue,carreleur,aucun,351,medium,/lyon/bron/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (41,000hab) - ocean bleu local, vol significatif"
chauffagiste bron,transactional,local-listing,commune-banlieue,chauffagiste,aucun,351,medium,/lyon/bron/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (41,000hab) - ocean bleu local, vol significatif"
carreleur saint martin d heres,transactional,local-listing,commune-banlieue,carreleur,aucun,344,medium,/grenoble/saint-martin-d-heres/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (38,800hab) - ocean bleu local, vol significatif"
chauffagiste saint martin d heres,transactional,local-listing,commune-banlieue,chauffagiste,aucun,344,medium,/grenoble/saint-martin-d-heres/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (38,800hab) - ocean bleu local, vol significatif"
macon venissieux,transactional,local-listing,commune-banlieue,macon,aucun,338,medium,/lyon/venissieux/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (65,100hab) - ocean bleu local, vol significatif"
couvreur venissieux,transactional,local-listing,commune-banlieue,couvreur,aucun,338,medium,/lyon/venissieux/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (65,100hab) - ocean bleu local, vol significatif"
carreleur echirolles,transactional,local-listing,commune-banlieue,carreleur,aucun,336,medium,/grenoble/echirolles/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (36,700hab) - ocean bleu local, vol significatif"
chauffagiste echirolles,transactional,local-listing,commune-banlieue,chauffagiste,aucun,336,medium,/grenoble/echirolles/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (36,700hab) - ocean bleu local, vol significatif"
peintre fontaine,transactional,local-listing,commune-banlieue,peintre,aucun,336,medium,/grenoble/fontaine/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (23,200hab) - ocean bleu local, vol significatif"
menuisier fontaine,transactional,local-listing,commune-banlieue,menuisier,aucun,336,medium,/grenoble/fontaine/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (23,200hab) - ocean bleu local, vol significatif"
peintre sainte foy les lyon,transactional,local-listing,commune-banlieue,peintre,aucun,331,medium,/lyon/sainte-foy-les-lyon/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,400hab) - ocean bleu local, vol significatif"
menuisier sainte foy les lyon,transactional,local-listing,commune-banlieue,menuisier,aucun,331,medium,/lyon/sainte-foy-les-lyon/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,400hab) - ocean bleu local, vol significatif"
peintre tassin la demi lune,transactional,local-listing,commune-banlieue,peintre,aucun,329,medium,/lyon/tassin-la-demi-lune/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,100hab) - ocean bleu local, vol significatif"
